transaction_id,amount,transaction_time,user_id,merchant_id,location,is_fraud
TX02204,3699.78,2023-08-30 19:15:34,575,747,Location_78,0
TX02205,4590.46,2023-07-15 13:17:23,273,733,Location_13,0
TX02206,1400.91,2023-09-17 22:47:21,811,30,Location_73,0
TX02207,4291.85,2023-09-09 09:47:20,595,590,Location_84,0
TX02208,1461.8,2023-02-23 08:16:48,151,219,Location_50,0
TX02209,4553.94,2023-05-23 21:44:10,646,885,Location_36,0
TX02210,3770.06,2023-07-23 02:22:37,524,441,Location_2,0
TX02211,4024.73,2023-11-20 18:44:40,131,524,Location_99,0
TX02212,91.01,2023-04-10 15:15:31,618,108,Location_15,1
TX02213,4814.09,2023-03-04 00:51:40,587,872,Location_20,1
TX02214,3633.63,2023-05-14 18:21:08,964,220,Location_86,0
TX02215,1524.45,2023-10-21 11:56:53,354,615,Location_84,0
TX02216,4147.14,2023-07-26 06:39:13,73,478,Location_72,0
TX02217,1408.32,2023-12-11 11:44:35,185,324,Location_12,0
TX02218,4363.9,2023-10-12 02:19:46,145,4,Location_67,0
TX02219,563.79,2023-10-23 21:50:47,600,255,Location_67,0
TX02220,3518.73,2023-09-16 05:16:58,675,440,Location_88,0
TX02221,2703.95,2023-03-25 11:10:02,182,218,Location_91,0
TX02222,483.58,2023-01-19 17:01:52,613,7,Location_57,0
TX02223,1210.23,2023-08-09 16:19:44,498,110,Location_53,0
TX02224,63.01,2023-10-08 04:26:32,366,524,Location_23,0
TX02225,2344.37,2023-05-04 17:47:16,448,39,Location_49,0
TX02226,1507.03,2023-09-25 15:25:20,373,680,Location_63,0
TX02227,2992.19,2023-10-09 15:06:22,637,167,Location_52,0
TX02228,1486.89,2023-10-30 10:08:34,382,711,Location_22,0
TX02229,1500.3,2023-12-03 04:09:29,72,911,Location_66,0
TX02230,3716.22,2023-05-08 15:57:17,873,232,Location_70,0
TX02231,241.67,2023-09-15 01:49:53,188,122,Location_1,1
TX02232,4514.57,2023-02-14 00:51:30,461,287,Location_2,0
TX02233,4261.47,2023-10-09 13:20:18,761,62,Location_19,0
TX02234,3339.36,2023-08-26 05:38:35,294,630,Location_29,0
TX02235,2966.51,2023-05-03 06:27:13,280,932,Location_73,1
TX02236,4461.62,2023-02-14 01:42:18,581,63,Location_84,0
TX02237,927.47,2023-07-20 20:43:28,76,991,Location_87,0
TX02238,395.77,2023-10-11 10:35:44,228,306,Location_60,0
TX02239,1198.31,2023-05-05 07:54:58,611,270,Location_43,1
TX02240,3973.1,2023-12-16 04:00:40,979,718,Location_80,0
TX02241,174.32,2023-12-25 13:05:36,226,931,Location_45,0
TX02242,2914.45,2023-02-01 05:03:10,499,165,Location_69,0
TX02243,4977.19,2023-11-13 01:36:06,577,791,Location_69,0
TX02244,4278.62,2023-04-03 12:29:07,659,315,Location_52,0
TX02245,2607.71,2023-12-30 09:44:34,621,787,Location_1,0
TX02246,319.14,2023-06-24 18:08:47,195,413,Location_49,0
TX02247,4157.04,2023-03-23 02:40:12,322,412,Location_60,0
TX02248,2995.29,2023-09-26 19:00:16,150,498,Location_75,0
TX02249,575.55,2023-10-22 22:04:50,836,491,Location_13,1
TX02250,470.19,2023-04-13 19:13:39,153,960,Location_1,0
TX02251,4548.22,2023-02-16 03:22:23,326,927,Location_36,0
TX02252,3346.33,2023-08-08 14:45:19,800,496,Location_40,0
TX02253,4146.6,2023-07-04 16:18:04,474,775,Location_62,0
TX02254,4395.02,2023-08-05 20:17:20,60,581,Location_43,0
TX02255,2859.29,2023-01-04 01:42:41,715,697,Location_65,0
TX02256,2587.71,2023-02-17 08:03:48,890,494,Location_89,0
TX02257,2152.71,2023-05-27 10:16:19,185,805,Location_96,0
TX02258,1585.42,2023-06-25 04:58:34,963,902,Location_17,0
TX02259,2173.55,2023-10-12 19:48:21,818,544,Location_8,0
TX02260,3869.62,2023-11-15 12:38:02,854,204,Location_81,1
TX02261,3010.02,2023-07-27 10:11:19,52,19,Location_85,0
TX02262,4462.72,2023-01-22 00:07:06,433,880,Location_97,0
TX02263,2217.46,2023-02-11 13:57:49,21,403,Location_31,0
TX02264,3035.84,2023-09-16 05:53:52,719,340,Location_6,0
TX02265,3156.91,2023-04-04 07:37:30,396,451,Location_46,0
TX02266,2958.89,2023-07-17 20:51:05,10,388,Location_14,0
TX02267,3513.47,2023-05-24 00:11:54,123,62,Location_31,0
TX02268,1187.93,2023-06-13 16:05:06,634,423,Location_36,0
TX02269,2562.31,2023-10-07 17:34:42,361,338,Location_66,0
TX02270,522.02,2023-02-18 06:25:41,81,495,Location_85,0
TX02271,1923.17,2023-02-22 15:06:56,398,85,Location_83,0
TX02272,2438.85,2023-09-29 01:50:59,839,830,Location_55,0
TX02273,3261.47,2023-10-31 10:12:48,894,321,Location_25,0
TX02274,4752.7,2023-07-10 03:47:24,240,719,Location_46,0
TX02275,3003.65,2023-01-01 00:28:12,634,618,Location_85,0
TX02276,3718.23,2023-01-07 02:07:10,954,219,Location_38,0
TX02277,2531.82,2023-06-30 06:51:47,61,947,Location_26,0
TX02278,3170.89,2023-10-12 11:31:25,830,17,Location_32,0
TX02279,355.59,2023-05-22 03:14:28,644,163,Location_92,0
TX02280,1272.7,2023-06-16 14:54:47,208,637,Location_93,0
TX02281,1809.9,2023-08-28 18:33:23,917,34,Location_26,1
TX02282,2362.99,2023-02-09 12:31:45,881,256,Location_25,0
TX02283,229.2,2023-07-27 08:45:51,333,160,Location_17,0
TX02284,700.98,2023-06-16 21:48:12,498,477,Location_24,0
TX02285,1384.79,2023-04-27 03:38:22,253,938,Location_5,0
TX02286,4857.69,2023-02-17 10:07:51,340,622,Location_58,0
TX02287,1657.4,2023-01-28 14:08:09,290,635,Location_74,0
TX02288,2410.72,2023-04-14 10:59:42,700,48,Location_2,0
TX02289,981.29,2023-06-13 19:37:13,866,658,Location_25,0
TX02290,3054.29,2023-09-12 16:38:50,410,338,Location_13,0
TX02291,1404.14,2023-07-30 16:51:16,159,771,Location_82,0
TX02292,1035.76,2023-07-23 17:49:06,72,251,Location_100,1
TX02293,2583.35,2023-01-13 19:06:01,307,923,Location_13,0
TX02294,28.52,2023-05-08 17:34:40,348,295,Location_14,0
TX02295,39.31,2023-02-02 08:19:53,235,645,Location_10,0
TX02296,1096.12,2023-09-22 03:10:55,602,604,Location_19,0
TX02297,184.57,2023-02-19 09:53:05,551,689,Location_51,0
TX02298,541.02,2023-09-24 20:45:20,391,227,Location_89,0
TX02299,1694.96,2023-01-16 11:27:09,315,486,Location_25,0
TX02300,4013.13,2023-12-10 09:18:46,460,318,Location_75,0
TX02301,2860.67,2023-11-05 13:48:40,567,758,Location_56,0
TX02302,2563.83,2023-08-23 20:10:27,202,329,Location_23,0
TX02303,1468.15,2023-12-20 22:40:24,618,697,Location_96,0
TX02304,4658.84,2023-10-30 19:48:00,974,793,Location_71,0
TX02305,1985.68,2023-12-05 18:01:00,876,151,Location_97,0
TX02306,436.38,2023-06-08 19:10:55,472,982,Location_41,0
TX02307,3085.72,2023-12-31 15:18:40,952,105,Location_11,1
TX02308,570.08,2023-09-21 09:35:05,976,308,Location_64,0
TX02309,1726.77,2023-07-08 03:06:35,665,823,Location_49,0
TX02310,2537.55,2023-06-10 22:56:23,91,414,Location_13,0
TX02311,4371.24,2023-05-04 22:57:48,905,392,Location_5,0
TX02312,2468.24,2023-06-16 13:40:16,907,22,Location_9,0
TX02313,3511.59,2023-04-05 22:23:55,70,419,Location_98,0
TX02314,4964.09,2023-06-07 19:35:04,331,237,Location_76,0
TX02315,658.31,2023-04-17 06:54:05,324,544,Location_88,0
TX02316,1374.38,2023-03-25 10:18:23,564,653,Location_67,0
TX02317,1973.49,2023-08-17 14:33:57,562,968,Location_98,0
TX02318,2109.72,2023-02-02 23:34:55,485,498,Location_48,0
TX02319,2055.69,2023-05-07 04:32:50,4,532,Location_100,1
TX02320,4538.15,2023-05-01 08:11:45,484,212,Location_26,0
TX02321,3570.45,2023-01-07 13:48:23,342,381,Location_51,1
TX02322,3039.92,2023-09-04 12:25:13,647,103,Location_86,0
TX02323,1547.55,2023-03-09 20:49:13,888,522,Location_7,0
TX02324,4119.13,2023-12-18 14:13:06,562,734,Location_66,0
TX02325,4775.35,2023-04-09 20:38:24,471,941,Location_55,0
TX02326,4106.17,2023-08-16 20:32:42,522,922,Location_25,0
TX02327,8.82,2023-04-02 11:41:00,382,111,Location_26,0
TX02328,3182.37,2023-07-05 17:37:11,762,666,Location_83,0
TX02329,256.63,2023-06-22 19:46:49,372,211,Location_63,0
TX02330,1288.78,2023-06-05 13:16:50,250,915,Location_52,0
TX02331,298.56,2023-06-15 23:38:18,108,813,Location_56,1
TX02332,3019.37,2023-06-13 17:25:37,406,282,Location_19,0
TX02333,3433.26,2023-01-18 18:46:28,159,518,Location_70,1
TX02334,573.32,2023-02-04 10:36:28,52,685,Location_50,0
TX02335,1919.81,2023-03-02 03:45:18,635,919,Location_17,0
TX02336,2281.73,2023-04-25 04:09:28,856,153,Location_96,0
TX02337,1845.9,2023-11-05 07:43:29,213,143,Location_51,0
TX02338,606.0,2023-04-23 03:44:49,834,815,Location_55,0
TX02339,2095.32,2023-08-25 04:05:46,199,991,Location_74,0
TX02340,3756.14,2023-07-25 23:16:53,251,879,Location_17,0
TX02341,355.97,2023-04-25 23:37:30,866,450,Location_87,0
TX02342,401.82,2023-12-07 04:16:14,206,311,Location_22,0
TX02343,1774.5,2023-05-30 03:26:05,18,418,Location_6,0
TX02344,4708.69,2023-05-02 15:31:10,655,842,Location_23,0
TX02345,3343.19,2023-09-28 18:27:39,219,590,Location_59,0
TX02346,3393.67,2023-06-03 15:32:09,383,133,Location_23,0
TX02347,1810.24,2023-01-06 16:24:34,274,480,Location_97,0
TX02348,2968.71,2023-03-15 18:29:32,490,881,Location_32,0
TX02349,51.65,2023-04-18 21:18:47,695,964,Location_92,0
TX02350,3180.84,2023-05-03 05:19:21,790,682,Location_28,0
TX02351,4566.52,2023-01-04 14:51:20,316,135,Location_27,0
TX02352,3063.25,2023-09-25 16:45:33,887,900,Location_52,0
TX02353,4368.62,2023-04-14 19:49:22,130,993,Location_76,0
TX02354,3620.14,2023-07-02 03:27:31,790,538,Location_49,0
TX02355,603.67,2023-05-05 09:52:45,708,487,Location_15,0
TX02356,4512.36,2023-08-20 17:53:41,102,823,Location_20,0
TX02357,333.15,2023-06-05 05:42:52,300,290,Location_33,0
TX02358,2670.3,2023-03-31 04:56:51,31,97,Location_90,0
TX02359,711.54,2023-01-03 20:15:30,612,635,Location_92,0
TX02360,59.52,2023-11-13 20:01:32,634,44,Location_79,0
TX02361,2110.75,2023-01-05 11:15:45,875,446,Location_65,0
TX02362,1475.91,2023-03-13 03:45:10,614,79,Location_89,0
TX02363,2430.52,2023-01-24 05:50:45,832,484,Location_63,0
TX02364,2886.42,2023-01-28 13:46:08,502,727,Location_62,0
TX02365,219.65,2023-05-14 16:14:48,700,290,Location_41,0
TX02366,615.89,2023-10-24 23:08:46,512,424,Location_68,0
TX02367,2793.65,2023-11-11 13:19:16,718,687,Location_92,0
TX02368,1716.49,2023-03-15 06:49:36,448,189,Location_99,0
TX02369,3646.14,2023-07-31 10:26:58,782,264,Location_89,0
TX02370,3261.81,2023-02-04 23:48:55,328,841,Location_25,0
TX02371,4228.18,2023-11-24 01:34:28,219,719,Location_37,0
TX02372,3462.77,2023-12-20 19:12:42,695,601,Location_41,0
TX02373,2150.23,2023-10-15 21:49:27,679,741,Location_21,0
TX02374,3365.16,2023-05-13 12:35:28,900,302,Location_79,0
TX02375,1377.63,2023-10-09 14:46:19,568,735,Location_51,0
TX02376,1532.26,2023-12-17 07:36:23,90,747,Location_24,0
TX02377,3945.14,2023-12-16 16:37:54,800,682,Location_35,0
TX02378,2232.65,2023-09-21 22:05:54,902,417,Location_58,0
TX02379,3992.1,2023-01-14 00:02:31,942,762,Location_6,0
TX02380,4112.29,2023-11-27 14:07:54,92,603,Location_61,0
TX02381,4287.95,2023-09-30 21:15:43,630,445,Location_79,0
TX02382,4583.26,2023-05-10 18:29:41,975,329,Location_84,0
TX02383,2155.5,2023-03-20 09:50:19,552,230,Location_35,0
TX02384,1595.02,2023-09-27 12:05:56,8,388,Location_28,0
TX02385,2911.41,2023-08-14 07:20:32,902,393,Location_99,0
TX02386,1856.49,2023-03-17 05:43:45,339,493,Location_2,0
TX02387,3005.77,2023-08-26 10:42:07,336,337,Location_77,0
TX02388,3528.22,2023-12-28 16:27:34,886,562,Location_34,1
TX02389,3442.34,2023-11-01 11:52:12,36,700,Location_66,0
TX02390,1873.39,2023-04-22 11:08:50,767,761,Location_60,0
TX02391,835.13,2023-01-18 10:56:40,285,84,Location_87,0
TX02392,2153.22,2023-12-10 14:01:59,209,144,Location_13,0
TX02393,713.83,2023-05-14 03:36:28,648,406,Location_25,0
TX02394,4450.6,2023-05-11 02:14:25,98,561,Location_60,0
TX02395,1730.04,2023-11-06 15:16:06,982,497,Location_72,0
TX02396,773.14,2023-07-24 02:41:33,334,124,Location_72,0
TX02397,128.21,2023-08-13 09:23:53,328,817,Location_82,0
TX02398,3229.47,2023-04-22 20:59:12,24,217,Location_62,0
TX02399,3184.87,2023-06-27 13:24:26,119,586,Location_98,0
TX02400,1703.68,2023-09-25 15:18:51,75,360,Location_36,0
TX02401,359.49,2023-03-03 10:04:17,464,556,Location_96,0
TX02402,2048.73,2023-06-09 05:00:38,644,342,Location_82,0
TX02403,1556.78,2023-06-19 10:22:19,431,924,Location_14,0
TX02404,3385.93,2023-11-18 19:13:59,104,916,Location_16,1
TX02405,3029.29,2023-04-17 14:13:25,76,115,Location_34,0
TX02406,1823.6,2023-03-21 11:37:46,793,107,Location_14,0
TX02407,1090.24,2023-10-05 07:18:27,741,768,Location_44,0
TX02408,4940.19,2023-11-28 05:12:00,976,587,Location_85,1
TX02409,2270.55,2023-09-21 22:18:42,379,102,Location_7,1
TX02410,3441.68,2023-08-21 21:40:46,882,822,Location_31,0
TX02411,703.62,2023-03-24 06:44:34,56,173,Location_60,0
TX02412,2428.46,2023-12-15 06:45:57,261,516,Location_59,0
TX02413,138.66,2023-05-16 04:10:57,653,656,Location_78,1
TX02414,2527.77,2023-07-05 13:02:40,648,397,Location_100,0
TX02415,4820.12,2023-02-17 23:15:39,972,244,Location_33,0
TX02416,1921.65,2023-08-27 10:26:44,945,964,Location_31,0
TX02417,195.94,2023-04-09 01:32:48,205,157,Location_41,0
TX02418,155.75,2023-10-25 11:08:08,873,305,Location_49,0
TX02419,1940.55,2023-11-12 18:51:40,267,987,Location_7,0
TX02420,800.96,2023-02-15 02:16:40,429,957,Location_94,1
TX02421,117.74,2023-07-26 17:17:35,516,262,Location_32,0
TX02422,3781.31,2023-05-20 00:58:42,667,806,Location_80,0
TX02423,2293.16,2023-01-10 00:45:14,680,317,Location_43,0
TX02424,1446.93,2023-06-05 03:01:15,308,800,Location_4,0
TX02425,4500.52,2023-12-25 03:07:03,819,564,Location_79,0
TX02426,581.58,2023-05-15 15:55:24,598,640,Location_99,0
TX02427,4779.64,2023-06-07 13:59:07,332,126,Location_61,0
TX02428,1570.52,2023-08-26 05:32:41,474,830,Location_81,0
TX02429,4442.13,2023-09-05 05:48:20,293,617,Location_67,0
TX02430,3015.11,2023-06-29 06:49:34,869,676,Location_50,1
TX02431,4133.71,2023-04-29 02:15:59,445,697,Location_18,0
TX02432,4920.08,2023-12-28 14:46:22,293,599,Location_6,0
TX02433,1442.74,2023-09-12 10:28:31,512,596,Location_56,0
TX02434,4805.72,2023-08-31 07:22:56,532,266,Location_91,0
TX02435,1948.02,2023-04-26 21:12:47,311,928,Location_65,1
TX02436,1928.17,2023-08-14 10:51:24,64,693,Location_9,0
TX02437,1702.6,2023-09-12 12:12:54,187,158,Location_93,0
TX02438,2707.5,2023-03-05 12:33:18,152,106,Location_65,0
TX02439,771.57,2023-08-29 23:33:30,236,354,Location_75,0
TX02440,2769.0,2023-07-11 21:48:30,716,221,Location_23,0
TX02441,2708.98,2023-03-08 13:25:39,930,731,Location_54,0
TX02442,3809.75,2023-12-04 15:04:27,955,560,Location_59,0
TX02443,4168.42,2023-01-08 01:07:19,835,660,Location_65,0
TX02444,2202.77,2023-05-28 15:44:43,446,95,Location_10,0
TX02445,1512.36,2023-03-07 09:55:58,993,645,Location_52,0
TX02446,1297.42,2023-05-11 03:01:07,876,658,Location_56,0
TX02447,973.92,2023-09-04 15:53:11,955,951,Location_39,1
TX02448,289.18,2023-01-24 18:19:16,269,245,Location_16,0
TX02449,1712.9,2023-01-19 23:41:54,481,239,Location_61,0
TX02450,1351.97,2023-04-02 11:39:52,668,474,Location_71,0
TX02451,4832.12,2023-01-02 11:54:40,302,846,Location_5,0
TX02452,2788.99,2023-06-21 22:52:31,363,147,Location_51,0
TX02453,1737.04,2023-12-27 21:43:12,962,656,Location_62,0
TX02454,2902.76,2023-11-12 20:14:21,963,274,Location_7,0
TX02455,696.84,2023-11-27 15:10:14,678,454,Location_16,0
TX02456,2220.77,2023-06-09 06:40:09,603,224,Location_29,0
TX02457,3131.55,2023-03-10 03:48:19,78,431,Location_77,0
TX02458,2445.0,2023-06-12 10:51:22,595,328,Location_39,0
TX02459,2009.49,2023-07-18 01:19:43,764,625,Location_69,0
TX02460,4969.25,2023-06-16 05:21:24,254,425,Location_99,0
TX02461,4401.69,2023-12-20 20:33:43,546,319,Location_43,0
TX02462,3117.41,2023-03-13 02:24:47,133,228,Location_100,1
TX02463,2847.32,2023-11-22 06:23:51,6,751,Location_8,0
TX02464,3103.68,2023-05-09 21:26:51,756,845,Location_89,0
TX02465,1007.36,2023-03-13 21:54:14,843,420,Location_20,0
TX02466,1976.29,2023-02-11 08:45:54,362,431,Location_52,0
TX02467,198.26,2023-03-15 12:42:27,465,948,Location_10,0
TX02468,2378.25,2023-02-16 07:37:04,948,674,Location_40,0
TX02469,2715.58,2023-03-09 11:15:19,812,475,Location_17,0
TX02470,1139.52,2023-12-31 00:28:22,599,290,Location_36,0
TX02471,4820.18,2023-02-08 01:07:17,268,5,Location_64,0
TX02472,4547.36,2023-05-15 20:06:17,36,308,Location_69,0
TX02473,3610.99,2023-01-20 06:38:44,769,799,Location_20,0
TX02474,2667.4,2023-09-24 00:45:20,775,184,Location_66,0
TX02475,4349.98,2023-02-15 00:55:40,697,878,Location_90,0
TX02476,654.13,2023-11-26 07:35:09,352,18,Location_87,0
TX02477,3952.76,2023-10-24 09:31:04,232,161,Location_100,0
TX02478,624.98,2023-04-25 22:22:07,235,169,Location_15,0
TX02479,3971.26,2023-07-09 10:59:30,304,191,Location_35,0
TX02480,1379.56,2023-12-02 05:54:00,608,62,Location_80,0
TX02481,4385.58,2023-05-30 16:49:42,658,769,Location_30,0
TX02482,4720.27,2023-06-27 11:53:42,710,675,Location_53,0
TX02483,744.83,2023-04-16 16:50:20,976,654,Location_79,0
TX02484,2313.92,2023-08-03 10:07:08,465,775,Location_17,0
TX02485,4904.96,2023-01-29 08:56:07,669,186,Location_87,0
TX02486,2417.55,2023-07-12 15:17:10,817,516,Location_44,0
TX02487,4317.87,2023-02-11 22:33:41,255,585,Location_36,0
TX02488,2944.07,2023-07-31 07:07:16,804,7,Location_45,0
TX02489,1877.27,2023-11-09 08:08:43,220,2,Location_75,0
TX02490,1429.63,2023-08-05 07:24:11,231,527,Location_32,0
TX02491,1016.91,2023-09-07 07:45:51,294,562,Location_100,0
TX02492,3809.23,2023-01-04 15:08:48,116,132,Location_12,0
TX02493,1933.32,2023-03-12 20:14:55,28,371,Location_30,0
TX02494,2556.87,2023-03-18 07:27:10,833,664,Location_33,0
TX02495,2462.14,2023-06-15 19:36:33,213,859,Location_56,1
TX02496,2886.82,2023-05-26 23:29:39,212,423,Location_94,0
TX02497,4328.02,2023-05-26 15:46:26,882,141,Location_100,0
TX02498,4903.72,2023-06-20 05:19:17,838,381,Location_43,0
TX02499,2038.51,2023-10-28 20:40:10,397,225,Location_20,0
TX02500,4137.77,2023-11-07 14:33:46,110,633,Location_42,0
TX02501,3822.87,2023-12-01 06:01:02,32,595,Location_53,0
TX02502,2868.07,2023-01-19 00:52:09,908,215,Location_83,0
TX02503,4780.28,2023-11-16 21:17:27,834,453,Location_30,0
TX02504,1003.17,2023-06-08 11:06:22,612,785,Location_12,0
TX02505,547.21,2023-01-01 06:35:36,77,169,Location_18,1
TX02506,4269.96,2023-12-24 07:53:18,271,625,Location_83,0
TX02507,2196.31,2023-05-31 16:56:08,179,316,Location_95,1
TX02508,4235.0,2023-09-20 23:04:02,54,170,Location_56,0
TX02509,4465.56,2023-12-19 05:58:51,814,715,Location_22,0
TX02510,313.23,2023-05-26 01:41:52,79,744,Location_49,0
TX02511,4417.44,2023-02-10 02:42:51,987,246,Location_13,1
TX02512,2242.15,2023-08-22 07:32:14,369,166,Location_28,0
TX02513,2552.65,2023-08-03 03:03:20,396,938,Location_60,0
TX02514,3133.34,2023-08-28 05:43:58,187,23,Location_84,0
TX02515,4631.99,2023-08-12 04:11:53,310,913,Location_14,0
TX02516,96.56,2023-06-07 23:11:10,314,535,Location_37,0
TX02517,2384.74,2023-11-06 22:26:29,347,734,Location_29,1
TX02518,3438.92,2023-11-23 06:43:17,428,333,Location_85,0
TX02519,3613.81,2023-10-15 20:57:14,823,932,Location_66,0
TX02520,3462.97,2023-03-07 00:33:02,415,44,Location_82,0
TX02521,673.04,2023-09-15 09:07:58,610,975,Location_9,0
TX02522,1497.68,2023-06-04 20:00:38,757,642,Location_11,0
TX02523,1794.22,2023-11-28 07:12:02,377,969,Location_20,0
TX02524,4022.38,2023-10-22 04:50:15,259,166,Location_85,0
TX02525,1394.52,2023-12-09 20:32:28,924,122,Location_22,0
TX02526,1054.31,2023-05-10 11:38:47,216,639,Location_20,0
TX02527,4787.28,2023-06-13 18:36:12,429,421,Location_30,0
TX02528,45.31,2023-07-31 17:52:51,276,807,Location_7,0
TX02529,4989.11,2023-03-24 18:43:55,167,914,Location_83,0
TX02530,3384.43,2023-11-17 17:04:17,207,48,Location_32,0
TX02531,4142.52,2023-04-18 03:46:48,206,83,Location_19,0
TX02532,1473.8,2023-01-11 00:24:46,506,189,Location_41,0
TX02533,72.56,2023-03-27 02:38:42,810,664,Location_83,0
TX02534,3689.61,2023-02-02 12:14:45,773,374,Location_6,0
TX02535,4170.89,2023-05-23 15:47:38,583,803,Location_9,0
TX02536,3702.64,2023-08-03 16:17:57,760,664,Location_51,0
TX02537,715.11,2023-06-11 00:03:41,970,528,Location_15,0
TX02538,3767.39,2023-06-19 16:02:36,179,604,Location_17,0
TX02539,3844.84,2023-03-23 07:27:28,564,883,Location_42,0
TX02540,3293.04,2023-11-21 08:25:19,413,905,Location_51,0
TX02541,3830.81,2023-01-02 10:15:38,324,666,Location_62,0
TX02542,4229.76,2023-09-09 08:52:22,608,882,Location_55,0
TX02543,3068.41,2023-05-05 17:04:34,637,754,Location_70,0
TX02544,443.93,2023-03-29 04:33:23,877,389,Location_41,0
TX02545,2438.65,2023-10-14 09:04:52,364,170,Location_42,0
TX02546,389.17,2023-11-15 03:20:21,451,728,Location_95,0
TX02547,2038.31,2023-08-05 13:02:02,947,427,Location_45,0
TX02548,2036.13,2023-06-16 02:42:07,697,818,Location_56,0
TX02549,330.98,2023-02-03 12:26:37,850,197,Location_27,0
TX02550,1744.75,2023-11-06 09:06:31,233,220,Location_85,0
TX02551,555.88,2023-09-09 16:38:49,485,599,Location_48,0
TX02552,4041.37,2023-12-31 15:40:54,770,783,Location_79,0
TX02553,4738.49,2023-09-27 00:52:08,425,105,Location_69,0
TX02554,362.51,2023-05-07 22:01:59,584,639,Location_4,0
TX02555,4775.62,2023-02-19 20:00:08,965,373,Location_67,0
TX02556,2613.36,2023-07-17 02:00:09,729,603,Location_57,0
TX02557,1498.53,2023-01-08 15:48:17,52,772,Location_34,0
TX02558,385.23,2023-11-09 11:01:18,631,393,Location_53,0
TX02559,2503.62,2023-06-12 00:57:20,698,431,Location_87,0
TX02560,3972.78,2023-05-07 08:54:31,979,780,Location_67,0
TX02561,3535.73,2023-03-15 05:46:34,914,428,Location_22,0
TX02562,252.08,2023-02-19 10:59:23,230,617,Location_86,0
TX02563,365.44,2023-04-14 15:06:51,317,835,Location_65,0
TX02564,2014.96,2023-09-09 06:13:06,1,551,Location_31,0
TX02565,1477.16,2023-11-14 15:30:48,346,974,Location_23,0
TX02566,1162.69,2023-03-12 04:56:54,199,500,Location_67,0
TX02567,1405.74,2023-02-22 12:20:34,440,961,Location_71,0
TX02568,4017.61,2023-03-18 06:39:49,213,896,Location_79,0
TX02569,4646.21,2023-01-25 18:01:25,483,706,Location_81,0
TX02570,2026.11,2023-03-26 08:53:26,651,15,Location_7,1
TX02571,4530.65,2023-11-24 15:19:12,230,933,Location_85,0
TX02572,1608.16,2023-10-26 19:55:08,204,383,Location_90,0
TX02573,2382.71,2023-09-26 23:03:44,952,107,Location_96,0
TX02574,1130.92,2023-06-19 20:01:53,328,704,Location_62,0
TX02575,3202.74,2023-10-16 10:13:48,714,900,Location_32,0
TX02576,4894.93,2023-06-09 00:01:50,368,173,Location_24,0
TX02577,3017.86,2023-11-01 23:09:32,671,816,Location_12,0
TX02578,1789.71,2023-08-30 10:11:01,93,432,Location_76,0
TX02579,3239.44,2023-06-07 21:47:38,795,940,Location_12,0
TX02580,615.48,2023-02-14 06:22:34,490,366,Location_75,0
TX02581,4443.41,2023-03-14 04:33:36,697,949,Location_90,0
TX02582,2515.92,2023-04-27 19:57:45,918,968,Location_19,0
TX02583,2247.3,2023-12-12 08:26:14,611,910,Location_65,0
TX02584,2929.74,2023-09-19 10:46:42,756,503,Location_35,0
TX02585,3124.29,2023-07-28 13:12:26,155,634,Location_6,0
TX02586,359.81,2023-06-19 13:54:16,422,210,Location_47,0
TX02587,3413.4,2023-03-05 09:51:12,155,814,Location_35,0
TX02588,1210.42,2023-04-07 08:45:44,302,672,Location_20,0
TX02589,3570.05,2023-04-04 02:48:10,703,285,Location_81,0
TX02590,4112.85,2023-02-05 09:26:39,317,870,Location_60,0
TX02591,4019.99,2023-10-02 21:14:27,495,86,Location_2,0
TX02592,2762.95,2023-10-11 19:57:52,180,890,Location_37,0
TX02593,2601.33,2023-11-05 19:14:10,491,755,Location_78,0
TX02594,715.24,2023-01-10 15:05:36,791,945,Location_44,0
TX02595,3876.96,2023-03-09 13:54:44,941,55,Location_64,0
TX02596,1357.78,2023-12-21 15:54:40,388,544,Location_32,0
TX02597,2483.98,2023-12-26 07:03:45,3,65,Location_70,0
TX02598,1422.09,2023-05-20 13:08:02,562,656,Location_72,0
TX02599,670.01,2023-05-08 08:56:09,44,826,Location_18,0
TX02600,3148.16,2023-03-08 13:43:56,984,102,Location_37,0
TX02601,272.61,2023-12-21 19:07:38,551,728,Location_94,0
TX02602,3743.48,2023-06-26 07:47:34,232,964,Location_100,0
TX02603,1588.62,2023-06-25 00:16:07,521,922,Location_25,0
TX02604,1.67,2023-02-28 00:31:04,920,73,Location_45,0
TX02605,2556.13,2023-11-19 00:22:30,397,330,Location_1,0
TX02606,235.21,2023-02-09 08:08:20,923,208,Location_10,0
TX02607,1381.57,2023-01-23 07:49:30,241,350,Location_74,0
TX02608,3535.18,2023-02-01 01:48:40,105,30,Location_18,0
TX02609,314.39,2023-05-25 07:42:34,338,494,Location_22,0
TX02610,4196.85,2023-09-09 07:27:02,900,625,Location_16,0
TX02611,20.1,2023-01-05 15:32:16,890,942,Location_44,0
TX02612,1234.87,2023-10-03 08:29:43,177,737,Location_45,0
TX02613,3704.78,2023-05-26 16:16:07,380,823,Location_69,0
TX02614,1582.03,2023-12-26 18:35:45,330,921,Location_16,0
TX02615,510.36,2023-05-28 22:50:19,975,883,Location_7,0
TX02616,1801.81,2023-01-13 06:42:29,981,177,Location_15,0
